ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2022-06-15T16:20:28Z,"Android OS 11 API 30 (samsung, SM-A207M)",185225,CL,146.155.158.52,Gái Độc Thân,tlinh,Gái Độc Thân,spotify:track:2klsSb2iTfgDh95Ak9uWY2,,,,,,,,trackdone,trackdone,true,false,false,,false
2022-06-15T16:20:39Z,"Android OS 11 API 30 (samsung, SM-A207M)",9256,CL,146.155.158.52,Wat U Sed (feat. Doechii & Kal Banx),Isaiah Rashad,The House Is Burning,spotify:track:0VYchQkqpeEyh95D1pWqy2,,,,,,,,trackdone,fwdbtn,true,false,false,,false
2022-06-15T16:23:32Z,"Android OS 11 API 30 (samsung, SM-A207M)",172872,CL,146.155.158.52,Rumors (feat. Cardi B),Lizzo,Rumors (feat. Cardi B),spotify:track:6KgtcmCF9Ky68XC7ezxl3s,,,,,,,,fwdbtn,trackdone,true,false,false,,false
2022-06-15T16:26:00Z,"Android OS 11 API 30 (samsung, SM-A207M)",147828,CL,146.155.158.52,Meet Me At Our Spot - Live,THE ANXIETY,Meet Me At Our Spot,spotify:track:3BrWLBC4WYx393yRUOlTih,,,,,,,,trackdone,trackdone,true,false,false,,false
2022-06-15T16:29:38Z,"Android OS 11 API 30 (samsung, SM-A207M)",217454,CL,146.155.158.52,Originala,Movimiento Original,Teorema,spotify:track:1lr05RqFhNJhpi8Hc6wbDC,,,,,,,,trackdone,trackdone,true,false,false,,false
2022-06-15T16:29:54Z,"Android OS 11 API 30 (samsung, SM-A207M)",14258,CL,146.155.158.52,Space Love,Sebastian Jallen,Space Love,spotify:track:5GfTCU1BGgKIXKZaOJpjIs,,,,,,,,trackdone,fwdbtn,true,false,false,,false
2022-06-15T16:30:20Z,"Android OS 11 API 30 (samsung, SM-A207M)",26018,CL,146.155.158.52,Siempre Fine,Ak4:20,Siempre Fine,spotify:track:1C91EF0FrgTMat91LnsiUh,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2022-06-15T16:34:47Z,"Android OS 11 API 30 (samsung, SM-A207M)",227346,CL,146.155.158.52,Narcisista por Excelencia,PXNDX,Amantes Sunt Amentes,spotify:track:5IF1w7i1bTx3opewdRfZeM,,,,,,,,fwdbtn,trackdone,true,false,false,,false
2022-06-15T17:02:50Z,Windows 10 (10.0.22000; x64; AppX),147830,CL,146.155.158.78,Dancing On My Own,Robyn,Body Talk,spotify:track:6aqNCrRA7vs7v6QvRpI50t,,,,,,,,playbtn,endplay,true,false,false,,false
2022-06-15T17:07:26Z,Windows 10 (10.0.22000; x64; AppX),276130,CL,146.155.158.78,Feels Like Summer,Childish Gambino,Summer Pack,spotify:track:7p4vHnYXkxlzvfePJVpcTr,,,,,,,,playbtn,fwdbtn,true,false,false,,false
