ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2024-10-11T16:47:56Z,ios,189733,CL,190.151.83.90,Candlelight,Zhavia,Candlelight,spotify:track:3j8FPquKEOygdUMLLs1Pxr,,,,,,,,trackdone,trackdone,false,false,false,1728665086,false
2024-10-11T16:52:04Z,ios,246880,CL,190.151.83.90,Can I Be Him,James Arthur,Back from the Edge,spotify:track:0VhgEqMTNZwYL1ARDLLNCX,,,,,,,,trackdone,trackdone,false,false,false,1728665276,false
2024-10-11T16:55:08Z,ios,182612,CL,190.151.83.90,Can I Have This Dance,High School Musical Cast,High School Musical 3: Senior Year,spotify:track:6YXG34IWbilypPwjBTOrUC,,,,,,,,trackdone,logout,false,false,false,1728665524,false
2024-10-11T19:05:06Z,ios,191013,CL,190.151.83.90,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,Save Your Tears,spotify:track:37BZB0z9T8Xu7U3e65qxFy,,,,,,,,playbtn,trackdone,true,false,false,1728673315,false
2024-10-11T19:09:19Z,ios,252262,CL,190.151.83.90,family ties (with Kendrick Lamar),Baby Keem,The Melodic Blue,spotify:track:3QFInJAm9eyaho5vBzxInN,,,,,,,,trackdone,trackdone,true,false,false,1728673506,false
2024-10-11T19:13:24Z,ios,244666,CL,190.151.83.90,Miño,Los Bunkers,Grandes Exitos,spotify:track:1lSSSGxlchhDCPzL7LXk4Z,,,,,,,,trackdone,trackdone,true,false,false,1728673759,false
2024-10-11T19:17:29Z,ios,244635,CL,190.151.83.90,altar,Kehlani,blue water road,spotify:track:1DVgSm1FpFBT8usWhnC5vF,,,,,,,,trackdone,trackdone,true,false,false,1728674004,false
2024-10-11T19:22:27Z,ios,296928,CL,190.151.83.90,The Woods,Angel Haze,Back to the Woods,spotify:track:3P4LhZdYGo413eDxKKuzjG,,,,,,,,trackdone,trackdone,true,false,false,1728674249,false
2024-10-11T19:26:01Z,ios,213800,CL,190.151.83.90,My Life For Hire,A Day To Remember,Homesick,spotify:track:4PAa8Odn5TtCVPYdvWzlyI,,,,,,,,trackdone,trackdone,true,false,false,1728674547,false
2024-10-11T19:26:30Z,ios,27041,CL,190.151.83.90,Before I Forget,Slipknot,Vol. 3: The Subliminal Verses,spotify:track:6wqJeItl3Vc3az4ZicSQAB,,,,,,,,trackdone,endplay,true,true,false,1728674761,false
2024-10-11T19:32:00Z,ios,330760,CL,190.107.228.121,Can't C Me,2Pac,All Eyez On Me,spotify:track:7rUchbZxrhF29Q0vYjKEU0,,,,,,,,clickrow,trackdone,false,false,false,1728674790,false
2024-10-11T19:35:43Z,ios,222401,CL,190.107.228.121,Can't Get Out Of This Mood,Samara Joy,Linger Awhile,spotify:track:7ekSJz0V4gXbrPndFAhLye,,,,,,,,trackdone,trackdone,false,false,false,1728675120,false
2024-10-11T19:39:25Z,ios,221499,CL,190.107.228.121,Can't Go Back,Sampha,Lahai,spotify:track:3AMkB7lBciaMh66dCx1nqL,,,,,,,,trackdone,trackdone,false,false,false,1728675343,false
