ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2025-05-04T21:58:23Z,ios,12426,CL,186.189.105.237,Too Good At Goodbyes - Acoustic,Sam Smith,Too Good At Goodbyes,spotify:track:1JhuXhMiTBavuRXQTsGOdV,,,,,,,,trackdone,fwdbtn,true,true,false,1746395890,false
2025-05-04T22:02:29Z,ios,242930,CL,186.189.105.237,LAUDER,JID,The Never Story,spotify:track:6v19tp922KYTzPg7sovNt1,,,,,,,,fwdbtn,trackdone,true,false,false,1746395903,false
2025-05-04T22:03:04Z,ios,35316,CL,186.189.105.237,ATWA,System Of A Down,Toxicity,spotify:track:6gCVA6ja6g0foIsWv0RuSZ,,,,,,,,trackdone,fwdbtn,true,true,false,1746396148,false
2025-05-04T22:06:18Z,ios,182893,CL,186.189.105.237,el único tema del ferxxo,Feid,"MOR, No Le Temas a La Oscuridad",spotify:track:5CLzTL3KI3xb1SbjE8lNWO,,,,,,,,fwdbtn,trackdone,true,false,false,1746396184,false
2025-05-04T22:06:37Z,ios,19238,CL,186.189.105.237,thanK you aIMee,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,spotify:track:7ogK4lJDVDMU6A6vYR5rvD,,,,,,,,trackdone,fwdbtn,true,true,false,1746396377,false
2025-05-04T22:10:38Z,ios,241501,CL,186.189.105.237,No Way,SIX,Six: The Musical (Studio Cast Recording),spotify:track:2ldBp6eNIE4wk8C3j0bz8n,,,,,,,,fwdbtn,trackdone,true,false,false,1746396397,false
2025-05-04T22:10:45Z,ios,7998,CL,186.189.105.237,Feels Like Home (feat. Kent Jones),Sigala,Feels Like Home (feat. Kent Jones),spotify:track:0VoQCaHK0kzgQ6fVtcLChy,,,,,,,,trackdone,fwdbtn,true,true,false,1746396636,false
2025-05-04T22:13:03Z,ios,130991,CL,186.189.105.237,Sideways,Little Simz,NO THANK YOU,spotify:track:6MMw571XNLSi3VSZUS97Ds,,,,,,,,fwdbtn,trackdone,true,false,false,1746396645,false
2025-05-04T22:13:13Z,ios,10373,CL,186.189.76.142,CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),Travis Scott,UTOPIA,spotify:track:4GL9GMX9t7Qkprvf1YighZ,,,,,,,,trackdone,fwdbtn,true,true,false,1746396782,false
2025-05-04T22:13:41Z,ios,0,CL,186.189.76.142,Lauder Too (feat. Ravyn Lenae & Eryn Allen Kane),JID,The Forever Story,spotify:track:14l9gwYmyxQu5m8tD5bv0W,,,,,,,,fwdbtn,backbtn,true,true,false,1746396793,false
2025-05-04T22:13:43Z,ios,0,CL,186.189.76.142,Break My Heart,Dua Lipa,Future Nostalgia,spotify:track:017PF4Q3l4DBUiWoXk4OWT,,,,,,,,backbtn,fwdbtn,true,true,false,1746396821,false
2025-05-04T22:20:03Z,ios,233077,CL,186.189.76.142,Lauder Too (feat. Ravyn Lenae & Eryn Allen Kane),JID,The Forever Story,spotify:track:14l9gwYmyxQu5m8tD5bv0W,,,,,,,,fwdbtn,trackdone,true,false,false,1746396823,false
2025-05-04T22:21:51Z,ios,108141,CL,186.189.76.142,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,Grateful,spotify:track:3DXncPQOG4VBw3QHh3S817,,,,,,,,trackdone,fwdbtn,true,true,false,1746397202,false
2025-05-04T22:25:24Z,ios,212137,CL,186.189.76.142,"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",spotify:track:0WbMK4wrZ1wFSty9F7FCgu,,,,,,,,fwdbtn,fwdbtn,true,true,false,1746397311,false
2025-05-04T22:29:04Z,ios,221226,CL,186.189.76.142,In Her Tomb By The Sounding Sea,Alesana,The Emptiness,spotify:track:7I5wu59mks0fm5XH9QLSKM,,,,,,,,fwdbtn,trackdone,true,false,false,1746397524,false
2025-05-04T22:33:21Z,ios,256572,CL,186.189.76.142,Trees,Twenty One Pilots,Vessel,spotify:track:1yf97yL1ll8FYXC27c9VTw,,,,,,,,trackdone,fwdbtn,true,true,false,1746397743,false
2025-05-04T22:36:18Z,ios,178026,CL,186.189.76.142,Lonely Together (feat. Dagny),Kygo,Thrill Of The Chase,spotify:track:0dfOAWQfRVFYpLnm9OTpxv,,,,,,,,fwdbtn,trackdone,true,false,false,1746398001,false
2025-05-04T22:36:30Z,ios,11729,CL,186.189.76.142,Cuando Nadie Ve,Morat,Balas Perdidas,spotify:track:71iAechwVKGu26pahzFL0k,,,,,,,,trackdone,fwdbtn,true,true,false,1746398177,false
2025-05-04T22:39:35Z,ios,185186,CL,186.189.76.142,Tears Dry On Their Own,Amy Winehouse,Back To Black,spotify:track:6yLX8QnxlnEqZfs3YKCfjF,,,,,,,,fwdbtn,trackdone,true,false,false,1746398190,false
2025-05-04T22:41:01Z,ios,23107,CL,186.189.76.142,ГЛАЗ,KATYA,Vampire Fitness,spotify:track:4XKWnCqYyGRaxRuuUHXdD2,,,,,,,,trackerror,fwdbtn,true,true,false,1746398375,false
2025-05-04T22:58:52Z,ios,255143,CL,186.189.76.142,Growing Sideways,Noah Kahan,Stick Season,spotify:track:1JcIXOir94YUYBt2cXTzn2,,,,,,,,fwdbtn,trackdone,true,false,false,1746398461,false
2025-05-04T23:02:19Z,ios,207866,CL,186.189.76.142,You Are the Music in Me,Troy,High School Musical 2,spotify:track:6TRp2628QKH3kY6KrCnjqp,,,,,,,,trackdone,trackdone,true,false,false,1746399530,false
2025-05-04T23:05:50Z,ios,211347,CL,186.189.76.142,Gotta Go My Own Way,Zac Efron,High School Musical 2,spotify:track:5rWIO1uP0GwAoU45RTBJ2F,,,,,,,,trackdone,fwdbtn,true,true,false,1746399737,false
2025-05-04T23:20:34Z,ios,122671,CL,186.189.76.142,Nobody Gets Me,SZA,SOS,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,,,,,,,,fwdbtn,fwdbtn,true,true,false,1746399950,false
