ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2021-11-05T21:26:23Z,Windows 10 (10.0.22000; x64; AppX),190920,CL,45.71.44.54,Answerphone (feat. Yxng Bane),Banx & Ranx,Answerphone (feat. Yxng Bane),spotify:track:1HagMz5nWk1HmevNCBOxF3,,,,,,,,trackdone,trackdone,false,false,false,,true
2021-11-05T21:30:01Z,Windows 10 (10.0.22000; x64; AppX),217080,CL,45.71.44.54,Bellas Finals: Price Tag/Don’t You (Forget About Me)/Give Me Everything/Just The Way You Are/Party In The U.S.A./Turn The Beat Around,The Barden Bellas,Pitch Perfect Soundtrack,spotify:track:5DnDWdt25emVC9CLUi3Iku,,,,,,,,trackdone,trackdone,false,false,false,,true
2021-11-05T21:34:18Z,Windows 10 (10.0.22000; x64; AppX),256133,CL,45.71.44.54,"World Championship Finale 2 - From ""Pitch Perfect 2"" Soundtrack",The Barden Bellas,Pitch Perfect 2 - Original Motion Picture Soundtrack,spotify:track:3Ls7kkmVLU6MEqpB7lB3KS,,,,,,,,trackdone,trackdone,false,false,false,,true
2021-11-05T21:37:52Z,Windows 10 (10.0.22000; x64; AppX),214147,CL,45.71.44.54,Pompeii,Bastille,Pompeii,spotify:track:7Fw5i56my24ZBnGS7hFX2n,,,,,,,,trackdone,trackdone,false,false,false,,true
2021-11-05T21:40:53Z,Windows 10 (10.0.22000; x64; AppX),180000,CL,45.71.44.54,Beautiful (feat. Camila Cabello),Bazzi,Beautiful (feat. Camila Cabello),spotify:track:4VUwkH455At9kENOfzTqmF,,,,,,,,trackdone,trackdone,false,false,false,,true
2021-11-05T21:45:43Z,Windows 10 (10.0.22000; x64; AppX),169090,CL,45.71.44.54,Caught in the Fire,Bazzi,Caught in the Fire,spotify:track:29lG0RlQXa6Fms3DXs1TIT,,,,,,,,trackdone,trackdone,false,false,false,,true
2021-11-05T21:47:54Z,Windows 10 (10.0.22000; x64; AppX),131064,CL,45.71.44.54,Mine,Bazzi,COSMIC,spotify:track:7uzmGiiJyRfuViKKK3lVmR,,,,,,,,trackdone,trackdone,false,false,false,,true
2021-11-05T21:50:44Z,Windows 10 (10.0.22000; x64; AppX),169038,CL,45.71.44.54,Paradise,Bazzi,Soul Searching,spotify:track:0Rx0DJI556Ix5gBny6EWmn,,,,,,,,trackdone,trackdone,false,false,false,,true
2021-11-05T21:53:42Z,Windows 10 (10.0.22000; x64; AppX),177653,CL,45.71.44.54,Let Go,Beau Young Prince,Spider-Man: Into the Spider-Verse,spotify:track:5F2AuFzEiuAQD0JVNjVJQz,,,,,,,,trackdone,trackdone,false,false,false,,true
2021-11-05T21:56:26Z,Windows 10 (10.0.22000; x64; AppX),163870,CL,45.71.44.54,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,All Your Fault: Pt. 2,spotify:track:7iDa6hUg2VgEL1o1HjmfBn,,,,,,,,trackdone,trackdone,false,false,false,,true
2021-11-05T22:00:38Z,Windows 10 (10.0.22000; x64; AppX),239991,CL,45.71.44.54,No Broken Hearts (feat. Nicki Minaj),Bebe Rexha,No Broken Hearts (feat. Nicki Minaj),spotify:track:4qULqxfCRhJAXVc75UupQB,,,,,,,,trackdone,trackdone,false,false,false,,true
2021-11-05T22:02:41Z,Windows 10 (10.0.22000; x64; AppX),122772,CL,45.71.44.54,Build a Bitch,Bella Poarch,Build a Bitch,spotify:track:7BoobGhD4x5K96Me0hqC8Q,,,,,,,,trackdone,trackdone,false,false,false,,true
2021-11-05T22:10:35Z,"Android OS 11 API 30 (samsung, SM-A207M)",173779,CL,45.232.92.140,Eastside (with Halsey & Khalid),benny blanco,Eastside (with Halsey & Khalid),spotify:track:0d2iYfpKoM0QCKvcLCkBao,,,,,,,,clickrow,trackdone,false,false,false,,false
2021-11-05T22:14:08Z,"Android OS 11 API 30 (samsung, SM-A207M)",210680,CL,45.232.92.140,Somebody Loves You,Betty Who,Take Me When You Go,spotify:track:3a9dxgyM2rbFUvmN35qTTj,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-05T22:18:59Z,"Android OS 11 API 30 (samsung, SM-A207M)",289693,CL,45.232.92.140,Freedom (feat. Kendrick Lamar),Beyoncé,Lemonade,spotify:track:7aBxcRw77817BrkdPChAGY,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-05T22:23:26Z,"Android OS 11 API 30 (samsung, SM-A207M)",261270,CL,45.232.92.140,Halo,Beyoncé,I AM...SASHA FIERCE,spotify:track:3ERa3mEeOnrh2Mc47qM6T1,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-05T22:27:04Z,"Android OS 11 API 30 (samsung, SM-A207M)",217786,CL,45.232.92.140,"Listen (From the Motion Picture ""Dreamgirls"")",Beyoncé,Listen,spotify:track:0xAVL3SQa8SxKdWJgly6Ht,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-05T22:31:32Z,"Android OS 11 API 30 (samsung, SM-A207M)",267402,CL,45.232.92.140,Love On Top,Beyoncé,4,spotify:track:1z6WtY7X4HQJvzxC4UgkSf,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-05T22:35:25Z,"Android OS 11 API 30 (samsung, SM-A207M)",231783,CL,45.232.92.140,Last Farewell,BIGBANG,Hot Issue,spotify:track:7KDHGgYt5fF2Lh9FxMbVML,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-05T22:39:01Z,"Android OS 11 API 30 (samsung, SM-A207M)",216267,CL,45.232.92.140,Pañuelito Rojo,Big Metra,A Otro Nivel,spotify:track:5TMgpDoVzagE8UP5xx71yT,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-05T22:42:16Z,"Android OS 11 API 30 (samsung, SM-A207M)",194073,CL,45.232.92.140,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",spotify:track:2Fxmhks0bxGSBdJ92vM42m,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-05T22:45:37Z,"Android OS 11 API 30 (samsung, SM-A207M)",200185,CL,45.232.92.140,lovely (with Khalid),Billie Eilish,lovely (with Khalid),spotify:track:0u2P5u6lvoDfwTYjAADbn4,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-05T22:48:57Z,"Android OS 11 API 30 (samsung, SM-A207M)",200379,CL,45.232.92.140,ocean eyes,Billie Eilish,dont smile at me,spotify:track:7hDVYcQq6MxkdJGweuCtl9,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-05T22:53:02Z,"Android OS 11 API 30 (samsung, SM-A207M)",243718,CL,45.232.92.140,xanny,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",spotify:track:4QIo4oxwzzafcBWkKjDpXY,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-05T22:55:59Z,"Android OS 11 API 30 (samsung, SM-A207M)",177023,CL,45.232.92.140,Wild Horses - Sam Feldt Remix,Birdy,Wild Horses,spotify:track:4tVybkClyH0hjL8jzMq3sH,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-05T23:00:40Z,"Android OS 11 API 30 (samsung, SM-A207M)",280626,CL,45.232.92.140,One Tribe,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) - International Version,spotify:track:5XV82j7VEc4TK7Mc4XLeU8,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-05T23:05:14Z,"Android OS 11 API 30 (samsung, SM-A207M)",272533,CL,45.232.92.140,Where Is The Love?,Black Eyed Peas,Elephunk,spotify:track:1FreAz1lmnDi5aKLB6GdFM,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-06T00:18:35Z,Windows 10 (10.0.22000; x64; AppX),56794,CL,45.71.44.54,Eastside (with Halsey & Khalid),benny blanco,Eastside (with Halsey & Khalid),spotify:track:0d2iYfpKoM0QCKvcLCkBao,,,,,,,,trackdone,endplay,false,false,false,,true
2021-11-06T00:22:39Z,Windows 10 (10.0.22000; x64; AppX),240793,CL,45.71.44.54,BOOMBAYAH,BLACKPINK,SQUARE ONE,spotify:track:13MF2TYuyfITClL1R2ei6e,,,,,,,,clickrow,trackdone,false,false,false,,true
2021-11-06T10:24:56Z,"Android OS 11 API 30 (samsung, SM-A207M)",3328,CL,201.219.236.61,BOOMBAYAH,BLACKPINK,SQUARE ONE,spotify:track:13MF2TYuyfITClL1R2ei6e,,,,,,,,trackdone,logout,false,false,false,,false
2021-11-06T10:47:40Z,"Android OS 11 API 30 (samsung, SM-A207M)",222306,CL,201.219.236.61,What's Up Danger (with Black Caviar),Blackway,Spider-Man: Into the Spider-Verse,spotify:track:5zsHmE2gO3RefVsPyw2e3T,,,,,,,,clickrow,trackdone,false,false,false,,false
2021-11-06T10:50:28Z,"Android OS 11 API 30 (samsung, SM-A207M)",167045,CL,201.219.236.61,All The Small Things,blink-182,Enema Of The State,spotify:track:2m1hi0nfMR9vdGC8UcrnwU,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-06T10:54:24Z,"Android OS 11 API 30 (samsung, SM-A207M)",235613,CL,201.219.236.61,Bored To Death,blink-182,California,spotify:track:44TuSOP6xIAEeJmZsN3nXO,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-06T10:57:16Z,"Android OS 11 API 30 (samsung, SM-A207M)",171533,CL,201.219.236.61,First Date,blink-182,Take Off Your Pants And Jacket,spotify:track:1fJFuvU2ldmeAm5nFIHcPP,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-06T11:01:04Z,"Android OS 11 API 30 (samsung, SM-A207M)",227231,CL,201.219.236.61,I Miss You,blink-182,blink-182,spotify:track:1AdYZ6X00nXmO613Y7GJOl,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-06T11:03:47Z,"Android OS 11 API 30 (samsung, SM-A207M)",162720,CL,201.219.236.61,She's Out Of Her Mind,blink-182,California,spotify:track:6EE19skJ32p58xihYj2Waa,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-06T11:07:58Z,"Android OS 11 API 30 (samsung, SM-A207M)",250706,CL,201.219.236.61,Hit 'Em Up Style (Oops!),Blu Cantrell,So Blu,spotify:track:4zYTZvtcww7OWKie7fxA9E,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-06T11:11:12Z,"Android OS 11 API 30 (samsung, SM-A207M)",192959,CL,201.219.236.61,1985,Bowling For Soup,A Hangover You Don't Deserve,spotify:track:5oQcOu1omDykbIPSdSQQNJ,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-06T11:14:39Z,"Android OS 11 API 30 (samsung, SM-A207M)",206519,CL,201.219.236.61,The Great Escape,BOYS LIKE GIRLS,Boys Like Girls,spotify:track:4j2Z0fivH9kDUhqG69Z3Aa,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-06T11:18:04Z,"Android OS 11 API 30 (samsung, SM-A207M)",204708,CL,201.219.236.61,Golden,Brandon Beal,Truth,spotify:track:5TW4B4Bh0NREh2gPWAn4fM,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-06T11:22:07Z,"Android OS 11 API 30 (samsung, SM-A207M)",242324,CL,201.219.236.61,Billie Jean,Breathe Carolina,"Punk Goes Pop, Vol. 5",spotify:track:4gMcaEW3aY6BP90jXLgQKW,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-06T11:25:38Z,"Android OS 11 API 30 (samsung, SM-A207M)",210049,CL,201.219.236.61,Reaching For The Floor,Breathe Carolina,Hell Is What You Make It: Reloaded,spotify:track:4VArWBDLBkV5LOcTtpwGhT,,,,,,,,trackdone,trackdone,false,false,false,,false
2021-11-06T12:02:18Z,"Android OS 11 API 30 (samsung, SM-A207M)",9768,CL,201.219.233.183,Alligator Blood,Bring Me The Horizon,There Is A Hell Believe Me I've Seen It. There Is A Heaven Let's Keep It A Secret,spotify:track:1Jx2ZMYVcXM0CfqOysoC8R,,,,,,,,trackdone,logout,false,false,false,,false
2021-11-06T12:08:03Z,"Android OS 11 API 30 (samsung, SM-A207M)",271853,CL,45.232.32.5,Alligator Blood,Bring Me The Horizon,There Is A Hell Believe Me I've Seen It. There Is A Heaven Let's Keep It A Secret,spotify:track:1Jx2ZMYVcXM0CfqOysoC8R,,,,,,,,clickrow,trackdone,false,false,false,,false
2021-11-06T12:12:15Z,"Android OS 11 API 30 (samsung, SM-A207M)",308037,CL,45.232.32.5,Blessed With A Curse,Bring Me The Horizon,There Is A Hell Believe Me I've Seen It. There Is A Heaven Let's Keep It A Secret,spotify:track:2ZBSHZbhygozCphHUOqJQF,,,,,,,,trackdone,trackdone,false,false,true,1636200423365,false
2021-11-06T17:04:24Z,"Android OS 11 API 30 (samsung, SM-A207M)",0,CL,168.196.201.220,Chelsea Smile,Bring Me The Horizon,Suicide Season,spotify:track:04d0mhsVSGVINGKsdCxAai,,,,,,,,trackdone,unexpected-exit-while-paused,false,false,false,,false
2021-11-06T17:09:40Z,"Android OS 11 API 30 (samsung, SM-A207M)",302557,CL,168.196.201.220,Chelsea Smile,Bring Me The Horizon,Suicide Season,spotify:track:04d0mhsVSGVINGKsdCxAai,,,,,,,,clickrow,trackdone,false,false,false,,false
2021-11-06T17:16:00Z,"Android OS 11 API 30 (samsung, SM-A207M)",379508,CL,168.196.201.220,Crucify Me,Bring Me The Horizon,There Is A Hell Believe Me I've Seen It. There Is A Heaven Let's Keep It A Secret,spotify:track:2WibHTdUH985Caq9y1RYAV,,,,,,,,trackdone,trackdone,false,false,false,,false
