ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2019-03-22T20:13:37Z,"Android OS 8.0.0 API 26 (samsung, SM-G570M)",219373,CL,201.219.233.133,Capital Letters,Hailee Steinfeld,Fifty Shades Freed,spotify:track:6l0Ky2PycJV1Bz88kFeVGL,,,,,,,,trackdone,trackdone,false,false,false,,false
2019-03-22T20:19:50Z,"Android OS 8.0.0 API 26 (samsung, SM-G570M)",267720,CL,201.219.233.133,Car Radio,Twenty One Pilots,Vessel,spotify:track:5cbpoIu3YjoOwbBDGUEp3P,,,,,,,,trackdone,trackdone,false,false,false,,false
2019-03-22T20:26:22Z,"Android OS 8.0.0 API 26 (samsung, SM-G570M)",261133,CL,201.219.233.133,Castle on the Hill,Ed Sheeran,÷,spotify:track:6PCUP3dWmTjcTtXY02oFdT,,,,,,,,trackdone,trackdone,false,false,false,,false
2019-03-22T20:30:11Z,"Android OS 8.0.0 API 26 (samsung, SM-G570M)",228346,CL,201.219.233.133,Centuries,Fall Out Boy,American Beauty/American Psycho,spotify:track:04aAxqtGp5pv12UXAg4pkq,,,,,,,,trackdone,trackdone,false,false,false,,false
2019-03-22T20:34:09Z,"Android OS 8.0.0 API 26 (samsung, SM-G570M)",237727,CL,201.219.233.133,Chained To The Rhythm,Katy Perry,Witness,spotify:track:7qvxFz3JodM0A7xEM7k3YD,,,,,,,,trackdone,trackdone,false,false,false,,false
2019-03-22T20:37:47Z,"Android OS 8.0.0 API 26 (samsung, SM-G570M)",217293,CL,45.232.92.130,Chandelier,PVRIS,"Punk Goes Pop, Vol. 6",spotify:track:7hmDJ4iixQCGZWAKS2J4mm,,,,,,,,trackdone,trackdone,false,false,false,,false
2019-03-22T20:41:13Z,"Android OS 8.0.0 API 26 (samsung, SM-G570M)",205265,CL,190.107.228.135,Chasing Fire,Lauv,Chasing Fire,spotify:track:1xy4apMFecGGkgBeaHFZ2M,,,,,,,,trackdone,trackdone,false,false,false,,false
2019-03-22T20:44:45Z,"Android OS 8.0.0 API 26 (samsung, SM-G570M)",211666,CL,190.107.228.135,Cheap Thrills,Sia,This Is Acting,spotify:track:27SdWb2rFzO6GWiYDBTD9j,,,,,,,,trackdone,trackdone,false,false,false,,false
2019-03-22T20:50:10Z,"Android OS 8.0.0 API 26 (samsung, SM-G570M)",324466,CL,190.107.228.135,Chlorine,Twenty One Pilots,Trench,spotify:track:23OXdR7YuUBVWh5hSnYJau,,,,,,,,trackdone,trackdone,false,false,false,,false
2019-03-22T20:56:21Z,"Android OS 8.0.0 API 26 (samsung, SM-G570M)",370440,CL,201.219.236.66,Chun Swae (feat. Swae Lee),Nicki Minaj,Queen,spotify:track:03It1uO69CjGWP3yyVe465,,,,,,,,trackdone,trackdone,false,false,false,,false
2019-03-22T20:59:32Z,"Android OS 8.0.0 API 26 (samsung, SM-G570M)",191600,CL,45.232.32.218,Chun-Li,Nicki Minaj,Queen,spotify:track:1e4rwBPVI32vZtTJu7mJ4J,,,,,,,,trackdone,trackdone,false,false,false,,false
2019-03-22T20:59:36Z,"Android OS 8.0.0 API 26 (samsung, SM-G570M)",2198,CL,45.232.32.218,Chun-Li,Nicki Minaj,Queen,spotify:track:1e4rwBPVI32vZtTJu7mJ4J,,,,,,,,trackdone,fwdbtn,false,false,false,,false
2019-03-22T21:02:43Z,"Android OS 8.0.0 API 26 (samsung, SM-G570M)",186968,CL,45.232.32.218,Chunky,Bruno Mars,24K Magic,spotify:track:0mBKv9DkYfQHjdMcw2jdyI,,,,,,,,fwdbtn,trackdone,false,false,false,,false
