ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2020-01-10T01:41:13Z,"iOS 13.3 (iPad7,5)",4797,CL,190.45.188.39,Too Good To Be True,Rhys,Too Good To Be True,spotify:track:3WKBNbYx32xlJQ0puFCnAJ,,,,,,,,trackdone,fwdbtn,true,false,false,,false
2020-01-10T01:41:14Z,"iOS 13.3 (iPad7,5)",1021,CL,190.45.188.39,Anything,SZA,Ctrl,spotify:track:0336UwEBwBBao8uWCuugYr,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2020-01-10T01:41:15Z,"iOS 13.3 (iPad7,5)",928,CL,190.45.188.39,Sober II (Melodrama),Lorde,Melodrama,spotify:track:54ucfuN596MU25jQD3KjCL,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2020-01-10T01:44:58Z,"iOS 13.3 (iPad7,5)",223523,CL,190.45.188.39,Never Really Over,Katy Perry,Never Really Over,spotify:track:5PYQUBXc7NYeI1obMKSJK0,,,,,,,,fwdbtn,trackdone,true,false,false,,false
2020-01-10T01:48:32Z,"iOS 13.3 (iPad7,5)",213306,CL,190.45.188.39,Touch,Little Mix,Glory Days: The Platinum Edition,spotify:track:6oG7bmUn7ws0qYEJ0eEbeG,,,,,,,,trackdone,trackdone,true,false,false,,false
2020-01-10T01:52:05Z,"iOS 13.3 (iPad7,5)",213253,CL,190.45.188.39,Intro,Khalid,Free Spirit,spotify:track:5BfMJ6iytQnu1r7iiCYSXe,,,,,,,,trackdone,trackdone,true,false,false,,false
2020-01-10T02:01:11Z,"iOS 13.3 (iPad7,5)",544925,CL,190.45.188.39,I Remember,A Day To Remember,Common Courtesy,spotify:track:3OH3A2Mw7FQOXjMjWpewSb,,,,,,,,trackdone,trackdone,true,false,false,,false
2020-01-10T02:04:11Z,"iOS 13.3 (iPad7,5)",180000,CL,190.45.188.39,Beautiful (feat. Camila Cabello),Bazzi,Beautiful (feat. Camila Cabello),spotify:track:4VUwkH455At9kENOfzTqmF,,,,,,,,trackdone,trackdone,true,false,false,,false
2020-01-10T02:08:03Z,"iOS 13.3 (iPad7,5)",231453,CL,190.45.188.39,You (feat. Travis Barker),James Arthur,YOU,spotify:track:6r8yEkmfxS4dJEmkCB2eMn,,,,,,,,trackdone,trackdone,true,false,false,,false
2020-01-10T02:10:38Z,"iOS 13.3 (iPad7,5)",152839,CL,190.45.188.39,Spaceship,Kesha,Rainbow,spotify:track:3BQSU5ZuBfpJsTxYyCK9QJ,,,,,,,,trackdone,fwdbtn,true,false,false,,false
2020-01-10T02:15:48Z,"iOS 13.3 (iPad7,5)",311106,CL,190.45.188.39,Welcome to the Black Parade,My Chemical Romance,The Black Parade,spotify:track:5wQnmLuC1W7ATsArWACrgW,,,,,,,,fwdbtn,trackdone,true,false,false,,false
2020-01-10T02:22:03Z,"iOS 13.3 (iPad7,5)",374453,CL,190.45.188.39,Nightmare,Avenged Sevenfold,Nightmare,spotify:track:4UEo1b0wWrtHMC8bVqPiH8,,,,,,,,trackdone,trackdone,true,false,false,,false
2020-01-10T02:27:42Z,"iOS 13.3 (iPad7,5)",338800,CL,190.45.188.39,The Flame,Cheap Trick,Lap Of Luxury,spotify:track:528CAH5pTLq86oZ52fHifA,,,,,,,,trackdone,trackdone,true,false,false,,false
2020-01-10T02:31:15Z,"iOS 13.3 (iPad7,5)",212120,CL,190.45.188.39,Let You Down,NF,Perception,spotify:track:52okn5MNA47tk87PeZJLEL,,,,,,,,trackdone,trackdone,true,false,false,,false
2020-01-10T02:32:00Z,"iOS 13.3 (iPad7,5)",44120,CL,190.45.188.39,Cuánto Me Duele,Morat,Sobre El Amor Y Sus Efectos Secundarios,spotify:track:0zzDmSV57bPIZbhvq3zAT6,,,,,,,,trackdone,fwdbtn,true,false,false,,false
2020-01-10T02:32:01Z,"iOS 13.3 (iPad7,5)",1044,CL,190.45.188.39,LLC,Nicki Minaj,Queen,spotify:track:7CKR3FcBqSsGcgce0ECe1z,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2020-01-10T02:32:02Z,"iOS 13.3 (iPad7,5)",789,CL,190.45.188.39,Find Your Love,Drake,Thank Me Later,spotify:track:18PSaTJMLkFNWnW0NWdOAW,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
