ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2022-12-15T01:34:18Z,windows,222497,CL,45.71.44.54,Father Time (feat. Sampha),Kendrick Lamar,Mr. Morale & The Big Steppers,spotify:track:28qA8y1sz0FTuSapsCxNOG,,,,,,,,trackdone,trackdone,false,false,false,1671067835,false
2022-12-15T01:36:01Z,windows,103319,CL,45.71.44.54,Rich - Interlude,Kendrick Lamar,Mr. Morale & The Big Steppers,spotify:track:15pyFQHCTVp6T7vaWctSgO,,,,,,,,trackdone,trackdone,false,false,false,1671068057,false
2022-12-15T01:39:23Z,windows,202285,CL,45.71.44.54,Rich Spirit,Kendrick Lamar,Mr. Morale & The Big Steppers,spotify:track:1QPreu0BNOrUfEb8HTd2qG,,,,,,,,trackdone,trackdone,false,false,false,1671068161,false
2022-12-15T01:45:04Z,windows,341307,CL,45.71.44.54,We Cry Together,Kendrick Lamar,Mr. Morale & The Big Steppers,spotify:track:67XC51nlZncNpHmZ8rOU9a,,,,,,,,trackdone,trackdone,false,false,false,1671068363,false
2022-12-15T01:50:34Z,windows,329295,CL,45.71.44.54,Purple Hearts,Kendrick Lamar,Mr. Morale & The Big Steppers,spotify:track:1REVvAphiSTJyKQ1fDpHa4,,,,,,,,trackdone,trackdone,false,false,false,1671068704,false
2022-12-15T01:55:18Z,windows,283642,CL,45.71.44.54,Count Me Out,Kendrick Lamar,Mr. Morale & The Big Steppers,spotify:track:6BU1RZexmvJcBjgagVVt3M,,,,,,,,trackdone,trackdone,false,false,false,1671069034,false
2022-12-15T01:59:42Z,windows,264299,CL,45.71.44.54,Crown,Kendrick Lamar,Mr. Morale & The Big Steppers,spotify:track:4zMxWSP2qZUy5CBCH5PdzZ,,,,,,,,trackdone,trackdone,false,false,false,1671069318,false
2022-12-15T02:03:23Z,windows,220779,CL,45.71.44.54,Silent Hill,Kendrick Lamar,Mr. Morale & The Big Steppers,spotify:track:3lzUeaCbcCDB5IXYfqWRlF,,,,,,,,trackdone,trackdone,false,false,false,1671069582,false
2022-12-15T02:05:56Z,windows,152985,CL,45.71.44.54,Savior - Interlude,Kendrick Lamar,Mr. Morale & The Big Steppers,spotify:track:5G4uLkFKdEZLcuNyeomQmE,,,,,,,,trackdone,trackdone,false,false,false,1671069803,false
2022-12-15T02:09:40Z,windows,224466,CL,45.71.44.54,Savior,Kendrick Lamar,Mr. Morale & The Big Steppers,spotify:track:3drdWsJKiVCSQ2gKhd9BDT,,,,,,,,trackdone,trackdone,false,false,false,1671069956,false
