ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2017-11-20T18:33:08Z,Windows 7 (6.1.7600; x86),130,CL,186.35.21.125,Normal Girl,SZA,Ctrl,spotify:track:5fQBa4wkmq28xpSLOQ202K,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2017-11-20T18:33:09Z,Windows 7 (6.1.7600; x86),480,CL,186.35.21.125,Wesley's Theory,Kendrick Lamar,To Pimp A Butterfly,spotify:track:77hlBnevpj8cbiH7sc0Iro,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2017-11-20T18:33:10Z,Windows 7 (6.1.7600; x86),0,CL,186.35.21.125,Cold Blooded,Khalid,American Teen,spotify:track:34izzOmykADkGT27pUjUvJ,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2017-11-20T18:33:11Z,Windows 7 (6.1.7600; x86),0,CL,186.35.21.125,Wild Hearts Can't Be Broken,P!nk,Beautiful Trauma,spotify:track:3nA9tHmsw5UGMtSIMz4mt7,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2017-11-20T18:33:12Z,Windows 7 (6.1.7600; x86),0,CL,186.35.21.125,Stay Together,Noah Cyrus,Stay Together,spotify:track:5R4HqXCZ6uTjxxnGdLt2S6,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2017-11-20T18:33:13Z,Windows 7 (6.1.7600; x86),0,CL,186.35.21.125,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",spotify:track:7K5dzhGda2vRTaAWYI3hrb,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2017-11-20T18:33:14Z,Windows 7 (6.1.7600; x86),0,CL,186.35.21.125,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,Back to You (feat. Bebe Rexha & Digital Farm Animals),spotify:track:7F9vK8hNFMml4GtHsaXui6,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2017-11-20T18:33:15Z,Windows 7 (6.1.7600; x86),0,CL,186.35.21.125,Somewhere Now,Green Day,Revolution Radio,spotify:track:4UGWMzkmEPpYoS9myk8lAG,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2017-11-20T18:33:17Z,Windows 7 (6.1.7600; x86),0,CL,186.35.21.125,Wavy (Interlude) (feat. James Fauntleroy),SZA,Ctrl,spotify:track:3LcoHjgdNl4xtWVaJGSA1p,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2017-11-20T18:33:18Z,Windows 7 (6.1.7600; x86),0,CL,186.35.21.125,All I Want,A Day To Remember,What Separates Me From You,spotify:track:3imITUqEhkebNbOoS1yrWm,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
