ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2020-05-06T14:35:46Z,"iOS 13.3.1 (iPad7,5)",3204,CL,45.71.44.54,We've Got Tonite (Glee Cast Version),Glee Cast,"Glee: The Music, The Complete Season Four",spotify:track:34GQ8s7UgX30Sf8sqKr0xQ,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2020-05-06T14:35:48Z,"iOS 13.3.1 (iPad7,5)",1718,CL,45.71.44.54,Cold Hearted (Glee Cast Version),Glee Cast,"Glee: The Music, The Complete Season Four",spotify:track:6fAt0M805j9gjy1GSHwGdA,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2020-05-06T14:35:50Z,"iOS 13.3.1 (iPad7,5)",1625,CL,45.71.44.54,Come See About Me (Glee Cast Version),Glee Cast,"Glee: The Music, The Complete Season Four",spotify:track:3SFSSzmX9h0dVXEHCnzq8j,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2020-05-06T14:35:55Z,"iOS 13.3.1 (iPad7,5)",2879,CL,45.71.44.54,You Are The Sunshine Of My Life (Glee Cast Version),Glee Cast,"Glee: The Music, The Complete Season Four",spotify:track:3YKTaElPhN3UulGV2iroKV,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2020-05-06T14:35:59Z,"iOS 13.3.1 (iPad7,5)",998,CL,45.71.44.54,I Wish (Glee Cast Version),Glee Cast,"Glee: The Music, The Complete Season Four",spotify:track:2KC54gRD31Dl7e7MZrqkNa,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2020-05-06T14:36:02Z,"iOS 13.3.1 (iPad7,5)",1904,CL,45.71.44.54,Don't Dream It's Over (Glee Cast Version),Glee Cast,"Glee: The Music, The Complete Season Four",spotify:track:1N5sSLpAnV1hH3M5sB0UEK,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2020-05-06T14:40:14Z,"iOS 13.3.1 (iPad7,5)",250973,CL,45.71.44.54,Holding Out For A Hero (Glee Cast Version),Glee Cast,"Glee: The Music, The Complete Season Four",spotify:track:4ys8xXjO7Myr5vy76j6Jf5,,,,,,,,fwdbtn,trackdone,true,false,false,,false
2020-05-06T14:40:24Z,"iOS 13.3.1 (iPad7,5)",7823,CL,45.71.44.54,More Than Words (Glee Cast Version),Glee Cast,"Glee: The Music, The Complete Season Four",spotify:track:06UFJgQqTdS7dBgDZtzapX,,,,,,,,trackdone,fwdbtn,true,false,false,,false
2020-05-06T14:40:26Z,"iOS 13.3.1 (iPad7,5)",2066,CL,45.71.44.54,Everybody Hurts (Glee Cast Version),Glee Cast,"Glee: The Music, The Complete Season Four",spotify:track:19MvlstFxduKQM2PE7lUVK,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2020-05-06T14:40:28Z,"iOS 13.3.1 (iPad7,5)",2113,CL,45.71.44.54,Centerfold / Hot In Herre (Glee Cast Version),Glee Cast,"Glee: The Music, The Complete Season Four",spotify:track:0PCtkqEPEiDRTqKZyuirwN,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
