ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2019-09-02T04:18:58Z,Windows 10 (10.0.17134; x64),0,CL,200.74.27.250,Dive In,Pierce The Veil,Misadventures,spotify:track:6LhGzSZlIGxZpyIXXZn9ZV,,,,,,,,fwdbtn,backbtn,true,false,false,,false
2019-09-02T04:21:56Z,Windows 10 (10.0.17134; x64),177200,CL,200.74.27.250,We Don't Believe What's on TV,Twenty One Pilots,Blurryface,spotify:track:22OqansuvEMQu9W0EfiGTI,,,,,,,,backbtn,trackdone,true,false,false,,false
2019-09-02T04:22:01Z,Windows 10 (10.0.17134; x64),3390,CL,200.74.27.250,Dive In,Pierce The Veil,Misadventures,spotify:track:6LhGzSZlIGxZpyIXXZn9ZV,,,,,,,,trackdone,fwdbtn,true,false,false,,false
2019-09-02T04:22:01Z,Windows 10 (10.0.17134; x64),250,CL,200.74.27.250,Too Original (feat. Elliphant & Jovi Rockwell),Major Lazer,Peace Is The Mission : Extended,spotify:track:3Q456gtjbatnVQ89nITcyQ,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2019-09-02T04:22:02Z,Windows 10 (10.0.17134; x64),300,CL,200.74.27.250,Heroes (we could be),Alesso,Forever,spotify:track:3zU9rdflI65tK4dkkNSp77,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2019-09-02T04:22:04Z,Windows 10 (10.0.17134; x64),540,CL,200.74.27.250,Bad Things (with Camila Cabello),mgk,bloom,spotify:track:1PSBzsahR2AKwLJgx8ehBj,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2019-09-02T04:22:05Z,Windows 10 (10.0.17134; x64),1190,CL,200.74.27.250,One,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,spotify:track:5C1TucCRf4Vjjree1OItyv,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2019-09-02T04:22:06Z,Windows 10 (10.0.17134; x64),0,CL,200.74.27.250,365,Zedd,365,spotify:track:2XWjPtKdi5sucFYtVav07d,,,,,,,,fwdbtn,backbtn,true,false,false,,false
2019-09-02T04:25:05Z,Windows 10 (10.0.17134; x64),179907,CL,200.74.27.250,One,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,spotify:track:5C1TucCRf4Vjjree1OItyv,,,,,,,,backbtn,trackdone,true,false,false,,false
2019-09-02T04:25:09Z,Windows 10 (10.0.17134; x64),2312,CL,200.74.27.250,365,Zedd,365,spotify:track:2XWjPtKdi5sucFYtVav07d,,,,,,,,trackdone,fwdbtn,true,false,false,,false
2019-09-02T04:25:10Z,Windows 10 (10.0.17134; x64),600,CL,200.74.27.250,Where the Lines Overlap,Paramore,Brand New Eyes,spotify:track:0ZgpvjwRIwTEUkDPWHhTE3,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2019-09-02T04:25:11Z,Windows 10 (10.0.17134; x64),780,CL,200.74.27.250,Mask Off,Future,FUTURE,spotify:track:0VgkVdmE4gld66l8iyGjgx,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2019-09-02T04:25:12Z,Windows 10 (10.0.17134; x64),110,CL,200.74.27.250,90 Days (feat. Wrabel),P!nk,Hurts 2B Human,spotify:track:0mknlibAARXVk3d8pafTUg,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2019-09-02T04:25:13Z,Windows 10 (10.0.17134; x64),0,CL,200.74.27.250,Alarm,Anne-Marie,Alarm,spotify:track:0OwX5aROoW1Iip8FV51Efg,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2019-09-02T04:29:19Z,Windows 10 (10.0.17134; x64),246880,CL,200.74.27.250,Can I Be Him,James Arthur,Back from the Edge,spotify:track:0VhgEqMTNZwYL1ARDLLNCX,,,,,,,,fwdbtn,trackdone,true,false,false,,false
2019-09-02T04:34:17Z,Windows 10 (10.0.17134; x64),297760,CL,200.74.27.250,The Judge,Twenty One Pilots,Blurryface,spotify:track:1lguQJjlNrIOoOylYVZN3M,,,,,,,,trackdone,trackdone,true,false,false,,false
2019-09-02T04:34:25Z,Windows 10 (10.0.17134; x64),6830,CL,200.74.27.250,Nothing Left For You,Sam Smith,The Thrill Of It All,spotify:track:5qOWH742APK9OAIhQBflvV,,,,,,,,trackdone,fwdbtn,true,false,false,,false
