ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2021-05-05T23:34:26Z,"Android OS 10 API 29 (samsung, SM-A207M)",8115,CL,201.219.233.193,I Don't Care (with Justin Bieber),Ed Sheeran,I Don't Care (with Justin Bieber),spotify:track:3HVWdVOQ0ZA45FuZGSfvns,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2021-05-05T23:34:28Z,"Android OS 10 API 29 (samsung, SM-A207M)",901,CL,201.219.233.193,Coaster,Khalid,American Teen,spotify:track:39KG4kom3enSx4GTThuDGt,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2021-05-05T23:34:31Z,"Android OS 10 API 29 (samsung, SM-A207M)",2805,CL,201.219.233.193,Better Off This Way,A Day To Remember,What Separates Me From You,spotify:track:2kUkZRk6U2GaJq0z5SsKWz,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2021-05-05T23:34:33Z,"Android OS 10 API 29 (samsung, SM-A207M)",1620,CL,201.219.233.193,One Tribe,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) - International Version,spotify:track:5XV82j7VEc4TK7Mc4XLeU8,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2021-05-05T23:34:34Z,"Android OS 10 API 29 (samsung, SM-A207M)",1201,CL,201.219.233.193,Know Your Worth,Khalid,Know Your Worth,spotify:track:0TrPqhAMoaKUFLR7iYDokf,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2021-05-05T23:34:35Z,"Android OS 10 API 29 (samsung, SM-A207M)",0,CL,201.219.233.193,Winter,Khalid,American Teen,spotify:track:4V3VshJLUTCIWa77YiAkvM,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2021-05-06T02:56:26Z,Windows 10 (10.0.19042; x64; AppX),124180,CL,45.71.44.54,We Got This,A Day To Remember,Bad Vibrations,spotify:track:6SRMpCmXRkpdF9fTxHUd0w,,,,,,,,fwdbtn,logout,true,false,false,,false
2021-05-06T03:04:51Z,Windows 10 (10.0.19042; x64; AppX),173942,CL,45.71.44.54,Believe,Trixie Mattel,Full Coverage Vol. 1,spotify:track:66ZPlDfm7b5ssjk18QTmGe,,,,,,,,clickrow,trackdone,false,false,false,,false
2021-05-06T03:05:01Z,Windows 10 (10.0.19042; x64; AppX),7328,CL,45.71.44.54,Believer,Imagine Dragons,Evolve,spotify:track:0pqnGHJpmpxLKifKRmU6WP,,,,,,,,trackdone,endplay,false,false,false,,false
2021-05-06T03:05:06Z,Windows 10 (10.0.19042; x64; AppX),1720,CL,45.71.44.54,Pet Cheetah,Twenty One Pilots,Trench,spotify:track:7daBwTiPNOVgoMUG4SICgh,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2021-05-06T03:05:07Z,Windows 10 (10.0.19042; x64; AppX),310,CL,45.71.44.54,Sorry Not Sorry,Demi Lovato,Tell Me You Love Me,spotify:track:7gvd8xj4QgPqbQSsn5pV7d,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2021-05-06T03:05:09Z,Windows 10 (10.0.19042; x64; AppX),2210,CL,45.71.44.54,Born To Be Yours,Kygo,Born To Be Yours,spotify:track:0kHyKhJMukHEPfeh8s7rdM,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2021-05-06T03:05:11Z,Windows 10 (10.0.19042; x64; AppX),10,CL,45.71.44.54,Life Lessons Learned The Hard Way,A Day To Remember,Common Courtesy,spotify:track:4R6Ej8LlozkynPMY7SOb3Z,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2021-05-06T03:05:12Z,Windows 10 (10.0.19042; x64; AppX),970,CL,45.71.44.54,Sober Up (feat. Rivers Cuomo),AJR,The Click,spotify:track:7bXvOMQ3UrcTS1dO9Ppzsg,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2021-05-06T03:08:17Z,Windows 10 (10.0.19042; x64; AppX),185657,CL,45.71.44.54,Grace,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,spotify:track:0pEkK8MqbmGSX7fT8WLMbR,,,,,,,,fwdbtn,trackdone,true,false,false,,false
